batch_id,timestamp,temp_setpoint,temp_actual,pressure_actual,airflow_setpoint,airflow_actual,raw_material_protein,product_moisture_qc,is_anomaly_source,temp_deviation,airflow_deviation
live_demo,2025-08-24 00:00:00,180.0,179.23199784339815,2.468168301232441,15.0,15.2127510549191,12.514921275264534,7.952170187480808,True,-0.7680021566018524,0.2127510549190994
live_demo,2025-08-24 00:00:01,180.2094356823249,180.3018017226759,2.5817572322582842,15.005235963831419,14.78020072851286,12.49458093732723,7.897676133595063,True,0.0923660403509814,-0.2250352353185594
live_demo,2025-08-24 00:00:02,180.41884839766715,180.19735982291238,2.5586380118078718,15.010471784116246,15.105897469771888,12.49733065643599,8.105660979254594,True,-0.22148857475477257,0.09542568565564125
live_demo,2025-08-24 00:00:03,180.62821518156255,181.08203099487173,2.261397904391931,15.01570731731182,15.02201211324474,12.582335213242422,8.0562767732155,True,0.453815813309177,0.00630479593291966
live_demo,2025-08-24 00:00:04,180.837513074584,180.51644219491845,2.376498061086941,15.020942419883356,15.004993222866505,12.517068784069302,8.05311855243346,True,-0.32107087966554104,-0.015949197016851713
live_demo,2025-08-24 00:00:05,181.04671912485887,181.43767659279914,2.4761904376831585,15.026176948307873,14.9616720508227,12.576895930776134,7.885668414577654,True,0.3909574679402681,-0.06450489748517185
live_demo,2025-08-24 00:00:06,181.25581039058628,181.31420397476987,2.6928781908683126,15.031410759078128,14.734003622845389,12.560491781103456,8.215938545881556,True,0.058393584183590974,-0.2974071362327386
live_demo,2025-08-24 00:00:07,181.46476394255262,180.9438531120402,2.6112869627427644,15.036643708706556,15.31404919222748,12.574778356565572,7.886927673274648,True,-0.5209108305124346,0.27740548352092453
live_demo,2025-08-24 00:00:08,181.67355686664632,181.53821570676536,2.5306189947622806,15.0418756537292,14.722646885032715,12.563722749783409,7.925742790604654,True,-0.13534115988096573,-0.319228768696485
live_demo,2025-08-24 00:00:09,181.8821662663703,182.61967360549198,2.5301129494486516,15.047106450709643,15.110226743823846,12.498277484394823,8.023554053909827,True,0.7375073391216915,0.06312029311420275
live_demo,2025-08-24 00:00:10,182.09056926535308,181.87208650985784,2.432318755084849,15.052335956242944,15.209349688718792,12.508185855868298,7.964090547984379,True,-0.21848275549524487,0.15701373247584804
live_demo,2025-08-24 00:00:11,182.29874300985733,183.54170470884117,2.5385541355658323,15.057564026959568,14.786004825388755,12.395271303556378,7.76057450727043,True,1.2429616989838337,-0.27155920157081326
live_demo,2025-08-24 00:00:12,182.50666467128607,182.59659165073776,2.537982600466912,15.062790519529313,15.259249644634053,12.472641291500587,7.706245406445137,True,0.0899269794516897,0.19645912510473984
live_demo,2025-08-24 00:00:13,182.7143114486861,182.4078948802556,2.588691790324486,15.068015290665247,14.920695741537887,12.476067605073409,7.9680843313657945,True,-0.30641656843047826,-0.14731954912736
live_demo,2025-08-24 00:00:14,182.92166057124822,182.98564331042306,2.643831225141509,15.073238197127631,15.313824435156969,12.41871001940916,7.89601696619636,True,0.06398273917483266,0.2405862380293371
live_demo,2025-08-24 00:00:15,183.1286893008046,182.5215212441391,2.3948021652331004,15.078459095727846,15.00071659273967,12.569224422427974,7.995640531729436,True,-0.6071680566655004,-0.0777425029881762
live_demo,2025-08-24 00:00:16,183.33537493432203,184.2607751395389,2.5905544612503006,15.083677843332316,15.293105496617185,12.565088058710868,7.880226984762818,True,0.9254002052168744,0.20942765328486956
live_demo,2025-08-24 00:00:17,183.54169480639166,183.5684088190983,2.6174806075664825,15.088894296866442,15.175640352141839,12.430219477447803,7.497492315847468,True,0.026714012706634094,0.08674605527539647
live_demo,2025-08-24 00:00:18,183.74762629171448,183.3552091668385,2.7637888221971023,15.094108313318515,15.134684487979722,12.572432371608816,7.8486098442836125,True,-0.39241712487597624,0.04057617466120789
live_demo,2025-08-24 00:00:19,183.95314680758253,185.1465781579899,2.514673321814976,15.099319749743639,15.38179141212376,12.518213146599324,7.825912957008087,True,1.1934313504073657,0.28247166238012156
live_demo,2025-08-24 00:00:20,184.1582338163552,184.41786694471742,2.6074779208425483,15.104528463267654,14.85910519185548,12.503137536172064,7.843872919011347,True,0.25963312836222485,-0.24542327141217335
live_demo,2025-08-24 00:00:21,184.36286482793085,184.44027729449633,2.44296922871137,15.109734311091046,15.186213197681209,12.447182598256582,7.782404509736474,True,0.07741246656547673,0.07647888659016289
live_demo,2025-08-24 00:00:22,184.5670174022131,184.0306890205237,2.60239360649993,15.114937150492867,15.038144905659589,12.508846370182649,7.886734360521327,True,-0.5363283816894011,-0.07679224483327829
live_demo,2025-08-24 00:00:23,184.7706691515716,185.2677142148633,2.18364354489041,15.120136838834647,15.014890614576878,12.452050575042716,7.868127848032802,True,0.4970450632916936,-0.10524622425776897
live_demo,2025-08-24 00:00:24,184.9737977432971,184.4553149809833,2.4623754530902917,15.125333233564305,14.978507427847866,12.517900038295188,7.767448062992756,True,-0.5184827623137949,-0.1468258057164391
live_demo,2025-08-24 00:00:25,185.17638090205043,185.00887200791965,2.521421071354556,15.130526192220051,15.409223690308258,12.405153224041785,7.613761513205424,True,-0.1675088941307763,0.27869749808820643
live_demo,2025-08-24 00:00:26,185.3783964123053,184.3807524258203,2.634930688128839,15.135715572434304,15.203855063613663,12.41598122926443,7.718132517293598,True,-0.9976439864850022,0.06813949117935891
live_demo,2025-08-24 00:00:27,185.5798221207846,184.66954444306157,2.334223776549708,15.140901231937583,15.395557871491365,12.53174327405808,7.682967903102824,True,-0.9102776777230304,0.25465663955378126
live_demo,2025-08-24 00:00:28,185.78063593888942,186.35163097645002,2.558103517652711,15.146083028562412,15.16191022908522,12.550185829754021,7.6559801501425655,True,0.570995037560607,0.015827200522808837
live_demo,2025-08-24 00:00:29,185.98081584512173,185.87635661023674,2.6668886456884184,15.15126082024722,15.368583420681302,12.577008448229734,7.618805128444351,True,-0.10445923488498465,0.21732260043408225
live_demo,2025-08-24 00:00:30,186.18033988749895,185.6672026025811,2.6058556185435107,15.156434465040231,15.066633150914225,12.415704252220355,7.659080491228469,True,-0.513137284917832,-0.08980131412600656
live_demo,2025-08-24 00:00:31,186.3791861859614,186.86848640817325,2.420292425878945,15.16160382110336,15.0891023070032,12.528195931103241,7.567187021783415,True,0.48930022221185254,-0.07250151410016059
live_demo,2025-08-24 00:00:32,186.57733293477168,186.47112814741536,2.6257926825582474,15.166768746716102,15.135334119423831,12.514045309326974,7.652953814102622,True,-0.10620478735631877,-0.031434627292270534
live_demo,2025-08-24 00:00:33,186.77475840490584,187.61991203434354,2.629679268558032,15.17192910027941,15.20413862674802,12.507801573517536,7.682242964606331,True,0.8451536294377036,0.032209526468609084
live_demo,2025-08-24 00:00:34,186.9714409464363,187.61427439070064,2.413820943609959,15.177084740319584,14.938993934130142,12.502474010493211,7.4542140962183305,True,0.6428334442643404,-0.238090806189442
live_demo,2025-08-24 00:00:35,187.167358990906,187.68596231619046,2.4701454832329275,15.182235525492148,15.333892766643979,12.424839134696304,7.612211346026161,True,0.5186033252844595,0.1516572411518311
live_demo,2025-08-24 00:00:36,187.36249105369356,187.17199419108502,2.403368433343647,15.187381314585725,15.408816191822307,12.494583500337805,7.6534050901456405,True,-0.1904968626085406,0.2214348772365824
live_demo,2025-08-24 00:00:37,187.55681573636934,188.1223640226647,2.5885692684612267,15.192521966525907,15.362961711476656,12.49304848177708,7.588258255243894,True,0.5655482862953534,0.1704397449507482
live_demo,2025-08-24 00:00:38,187.75031172904207,187.9228923022262,2.6130617492085273,15.197657340379125,15.320132003133306,12.48231568618096,7.722735651037898,True,0.17258057318412057,0.12247466275418084
